SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 1,FACULTAD 5,LICENCIATURA 21,"lugares de esparcimientom deportes bajo techo, puede ser un pequeño gimnasio","lugares de esparcimientom deportes bajo techo, puede ser un pequeño gimnasio","['lugares', 'esparcimientom', 'deportes', 'bajo', 'techo', 'puede', 'ser', 'pequeño', 'gimnasio']","['lugar', 'esparcimientom', 'deporte', 'techo', 'pequeño', 'gimnasio']",Positivo,36.28%,6,estudio
SEDE 2,FACULTAD 2,INGENIERIA 08,Lugares más cómodos para estudiar la biblioteca se llena aveces,Lugares más cómodos para estudiar la biblioteca se llena aveces,"['lugares', 'cómodos', 'estudiar', 'biblioteca', 'llena', 'aveces']","['lugar', 'cómodo', 'estudiar', 'biblioteca', 'lleno', 'avez']",Positivo,85.41%,6,estudio
SEDE 6,FACULTAD 1,INGENIERIA 01,"Lugares para descanso y reacreación, que sean tranquilos, comodos y relajantes","Lugares para descanso y reacreación, que sean tranquilos, comodos y relajantes","['lugares', 'descanso', 'reacreación', 'tranquilos', 'comodos', 'relajantes']","['lugar', 'descanso', 'reacreación', 'tranquilo', 'comodo', 'relajant']",Positivo,70.82%,6,estudio
SEDE 6,FACULTAD 2,INGENIERIA 08,"Lugares para estudio 24/7 con tableros, sería genial.","Lugares para estudio 24/7 con tableros, sería genial.","['lugares', 'estudio', 'tableros', 'genial']","['lugar', 'estudio', 'tablero', 'genial']",Positivo,70.83%,6,estudio
SEDE 1,FACULTAD 1,POSTGRADO 17,luminaria en el nuevo edificio la misma en los salones de estudios es con sensores de movimientos y en algunas ocasiones se apaga la luz cuando uno esta estudiando,luminaria en el nuevo edificio la misma en los salones de estudios es con sensores de movimientos y en algunas ocasiones se apaga la luz cuando uno esta estudiando,"['luminaria', 'nuevo', 'edificio', 'misma', 'salones', 'estudios', 'sensores', 'movimientos', 'ocasiones', 'apaga', 'luz', 'estudiando']","['luminaria', 'edificio', 'salón', 'estudio', 'sensor', 'movimiento', 'ocasión', 'apagar', 'luz', 'estudiar']",Positivo,82.48%,6,estudio
SEDE 1,FACULTAD 5,LICENCIATURA 22,Ma variedad de opciones de comida en la tienda de la cafetería de ----,Ma variedad de opciones de comida en la tienda de la cafetería de ----,"['variedad', 'opciones', 'comida', 'tienda', 'cafetería']","['variedad', 'opción', 'comida', 'tienda', 'cafetería']",Positivo,82.50%,0,variedad
SEDE 1,FACULTAD 3,LICENCIATURA 10,Mandar los comunicados y noti----aciones por el correo institucional,Mandar los comunicados y noti----aciones por el correo institucional,"['mandar', 'comunicados', 'notiaciones', 'correo', 'institucional']","['mandar', 'comunicado', 'notiación', 'correo', 'institucional']",Positivo,56.25%,3,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 10,Mandar los comunicados y noti----aciones por este medio de Matricula UTP,Mandar los comunicados y noti----aciones por este medio de Matricula UTP,"['mandar', 'comunicados', 'notiaciones', 'medio', 'matricula', 'utp']","['mandar', 'comunicado', 'notiación', 'matriculo', 'utp']",Positivo,42.63%,3,wifi
SEDE 1,FACULTAD 5,LICENCIATURA 21,Mantener el servicio de transporte más tarde,Mantener el servicio de transporte más tarde,"['mantener', 'servicio', 'transporte', 'tarde']","['mantener', 'servicio', 'transporte']",Positivo,28.46%,2,
SEDE 1,FACULTAD 5,LICENCIATURA 20,"Mantener las clases de virtuales, son un excelente opción para aquellas personas que por distintos temas, no puden asistir presencialmente a la universidad","Mantener las clases de virtuales, son un excelente opción para aquellas personas que por distintos temas, no puden asistir presencialmente a la universidad","['mantener', 'clases', 'virtuales', 'excelente', 'opción', 'aquellas', 'personas', 'distintos', 'temas', 'puden', 'asistir', 'presencialmente', 'universidad']","['mantener', 'clase', 'virtual', 'excelente', 'opción', 'persona', 'distinto', 'tema', 'pudar', 'asistir', 'presencialmente', 'universidad']",Positivo,53.57%,7,acceso
SEDE 1,FACULTAD 3,POSTGRADO 14,Mantener las clases virtuales para estudios superiores,Mantener las clases virtuales para estudios superiores,"['mantener', 'clases', 'virtuales', 'estudios', 'superiores']","['mantener', 'clase', 'virtual', 'estudio', 'superior']",Positivo,78.12%,6,estudio
SEDE 1,FACULTAD 1,INGENIERIA 01,Mantener limpios los baños que están en el área deportiva,Mantener limpios los baños que están en el área deportiva,"['mantener', 'limpios', 'baños', 'área', 'deportiva']","['mantener', 'limpio', 'baño', 'área', 'deportivo']",Positivo,85.41%,4,
SEDE 1,FACULTAD 3,LICENCIATURA 08,Mantener más espacio dentro de las cafetería,Mantener más espacio dentro de las cafetería,"['mantener', 'espacio', 'dentro', 'cafetería']","['mantener', 'espacio', 'cafetería']",Positivo,78.10%,6,estudio
SEDE 4,FACULTAD 5,LICENCIATURA 21,Mantener más limpios los baños ya que aveces el piso esta con agua,Mantener más limpios los baños ya que aveces el piso esta con agua,"['mantener', 'limpios', 'baños', 'aveces', 'piso', 'agua']","['mantener', 'limpio', 'baño', 'avez', 'piso', 'agua']",Positivo,44.23%,1,laboratorio
SEDE 7,FACULTAD 1,LICENCIATURA 05,Mantener siempre los baños limpios.,Mantener siempre los baños limpios.,"['mantener', 'siempre', 'baños', 'limpios']","['mantener', 'baño', 'limpio']",Positivo,78.11%,4,
SEDE 1,FACULTAD 1,POSTGRADO 17,"Mantener virtual las clases de maestría, ya que es mas cómodo para el estudiante con obligaciones laborales.","Mantener virtual las clases de maestría, ya que es mas cómodo para el estudiante con obligaciones laborales.","['mantener', 'virtual', 'clases', 'maestría', 'mas', 'cómodo', 'estudiante', 'obligaciones', 'laborales']","['mantener', 'virtual', 'clase', 'maester', 'cómodo', 'estudiante', 'obligación', 'laboral']",Positivo,82.49%,6,estudio
SEDE 5,FACULTAD 3,LICENCIATURA 08,Mantenimiento y reparación de las instalaciones del centro.,Mantenimiento y reparación de las instalaciones del centro.,"['mantenimiento', 'reparación', 'instalaciones', 'centro']","['mantenimiento', 'reparación', 'instalaciones', 'centro']",Positivo,56.22%,5,centro
SEDE 1,FACULTAD 4,INGENIERIA 17,"Mantenimiento, mejoras y mayor disponibilidad de centro de copiados","Mantenimiento, mejoras y mayor disponibilidad de centro de copiados","['mantenimiento', 'mejoras', 'mayor', 'disponibilidad', 'centro', 'copiados']","['mantenimiento', 'mejor', 'disponibilidad', 'centro', 'copiado']",Positivo,42.82%,7,acceso
SEDE 1,FACULTAD 1,INGENIERIA 04,Mapa completo del campus en diferentes puntos,Mapa completo del campus en diferentes puntos,"['mapa', 'completo', 'campus', 'diferentes', 'puntos']","['mapa', 'completo', 'campus', 'punto']",Positivo,56.25%,7,acceso
SEDE 1,FACULTAD 2,INGENIERIA 08,Mapa de las areas dentro de las facultades,Mapa de las areas dentro de las facultades,"['mapa', 'areas', 'dentro', 'facultades']","['mapa', 'areas', 'facultad']",Positivo,70.81%,6,estudio
SEDE 1,FACULTAD 5,INGENIERIA 23,"maquians de recarga de metro bus en la instalaciones, solo funciona una en el edificio de ----","maquians de recarga de metro bus en la instalaciones, solo funciona una en el edificio de ----","['maquians', 'recarga', 'metro', 'bus', 'instalaciones', 'solo', 'funciona', 'edificio']","['maquian', 'recarga', 'metro', 'bus', 'instalación', 'funcionar', 'edificio']",Positivo,41.39%,3,wifi
SEDE 1,FACULTAD 2,TÉCNICO 05,Maquinas de recarga (transporte metrobus),Maquinas de recarga (transporte metrobus),"['maquinas', 'recarga', 'transporte', 'metrobus']","['maquina', 'recargar', 'transporte', 'metrobus']",Positivo,56.24%,2,
SEDE 1,FACULTAD 5,INGENIERIA 23,Maquinas para recargar tarjeta de metro bus (qué acepten monedas) ya qué las que hay el pago no se actualiza inmediatamente y no se pueden activar recargas en efectivo,Maquinas para recargar tarjeta de metro bus (qué acepten monedas) ya qué las que hay el pago no se actualiza inmediatamente y no se pueden activar recargas en efectivo,"['maquinas', 'recargar', 'tarjeta', 'metro', 'bus', 'acepten', 'monedas', 'pago', 'actualiza', 'inmediatamente', 'pueden', 'activar', 'recargas', 'efectivo']","['maquina', 'recargar', 'tarjeta', 'metro', 'bus', 'aceptar', 'moneda', 'pago', 'actualizar', 'inmediatamente', 'activar', 'recarga', 'efectivo']",Positivo,70.83%,3,wifi
SEDE 1,FACULTAD 2,INGENIERIA 08,"Maquinas para recargar tarjeta de metro bus, hay muy pocas y aveces están en mantenimiento.","Maquinas para recargar tarjeta de metro bus, hay muy pocas y aveces están en mantenimiento.","['maquinas', 'recargar', 'tarjeta', 'metro', 'bus', 'pocas', 'aveces', 'mantenimiento']","['maquina', 'recargar', 'tarjeta', 'metro', 'bus', 'avez', 'mantenimiento']",Positivo,78.12%,3,wifi
SEDE 1,FACULTAD 3,INGENIERIA 15,Marcar espacios de estacionamiento para cada carro en las orillas de la calle principal. A veces hay mucho espacio entre un carro y el otro pero no lo suficiente para que quepa otro carro.,Marcar espacios de estacionamiento para cada carro en las orillas de la calle principal. A veces hay mucho espacio entre un carro y el otro pero no lo suficiente para que quepa otro carro.,"['marcar', 'espacios', 'estacionamiento', 'cada', 'carro', 'orillas', 'calle', 'principal', 'veces', 'espacio', 'carro', 'suficiente', 'quepa', 'carro']","['marcar', 'espacio', 'estacionamiento', 'carro', 'orilla', 'calle', 'principal', 'espacio', 'carro', 'suficiente', 'quepo', 'carro']",Positivo,85.41%,2,
SEDE 1,FACULTAD 3,LICENCIATURA 12,"Marquesina para los estudiantes que caminamos y llueve, se  nos haces difícil salir hasta la parada","Marquesina para los estudiantes que caminamos y llueve, se  nos haces difícil salir hasta la parada","['marquesina', 'estudiantes', 'caminamos', 'llueve', 'haces', 'difícil', 'salir', 'parada']","['marquesín', 'estudiante', 'caminamo', 'llover', 'difícil', 'salir', 'parada']",Positivo,53.22%,5,centro
SEDE 1,FACULTAD 4,INGENIERIA 17,Mas acceso a programas de ingiemeria y papers,Mas acceso a programas de ingiemeria y papers,"['mas', 'acceso', 'programas', 'ingiemeria', 'papers']","['acceso', 'programa', 'ingiemerio', 'paper']",Positivo,70.81%,7,acceso
SEDE 7,FACULTAD 3,INGENIERIA 15,Mas acceso para los estudiantes para estacionar su vehiculo en la universidad,Mas acceso para los estudiantes para estacionar su vehiculo en la universidad,"['mas', 'acceso', 'estudiantes', 'estacionar', 'vehiculo', 'universidad']","['acceso', 'estudiant', 'estacionar', 'vehiculo', 'universidad']",Positivo,78.10%,7,acceso
SEDE 1,FACULTAD 1,LICENCIATURA 03,mas accesos a conexión  fuera de las instalaciones,mas accesos a conexión  fuera de las instalaciones,"['mas', 'accesos', 'conexión', 'instalaciones']","['acceso', 'conexión', 'instalación']",Positivo,50.38%,4,
SEDE 7,FACULTAD 2,TÉCNICO 05,Más amabilidad al momento de la atención en secretaría,Más amabilidad al momento de la atención en secretaría,"['amabilidad', 'momento', 'atención', 'secretaría']","['amabilidad', 'momento', 'atención', 'secretacer']",Positivo,70.82%,5,centro
SEDE 1,FACULTAD 4,INGENIERIA 20,Más areas de descanso que no sean de estudio. Son ambientes distintos.,Más areas de descanso que no sean de estudio. Son ambientes distintos.,"['areas', 'descanso', 'estudio', 'ambientes', 'distintos']","['areas', 'descanso', 'estudio', 'ambiente', 'distinto']",Positivo,78.12%,6,estudio
SEDE 1,FACULTAD 4,INGENIERIA 20,"Más areas de esparcimiento , para que no esten en los salones de estudio","Más areas de esparcimiento , para que no esten en los salones de estudio","['areas', 'esparcimiento', 'esten', 'salones', 'estudio']","['areas', 'esparcimiento', 'estir', 'salón', 'estudio']",Positivo,78.12%,6,estudio
SEDE 6,FACULTAD 5,LICENCIATURA 22,"Mas areas de esparcimiento, descanso y para realizar tareas","Mas areas de esparcimiento, descanso y para realizar tareas","['mas', 'areas', 'esparcimiento', 'descanso', 'realizar', 'tareas']","['areas', 'esparcimiento', 'descanso', 'tarea']",Positivo,82.50%,6,estudio
SEDE 1,FACULTAD 4,TÉCNICO 06,Más áreas de recreación o espacios de estudios mejor equipados,Más áreas de recreación o espacios de estudios mejor equipados,"['áreas', 'recreación', 'espacios', 'estudios', 'mejor', 'equipados']","['área', 'recreación', 'espacio', 'estudio', 'equipado']",Positivo,67.44%,6,estudio
SEDE 1,FACULTAD 1,INGENIERIA 01,Mas atencion al momento de matricula,Mas atencion al momento de matricula,"['mas', 'atencion', 'momento', 'matricula']","['atencion', 'momento', 'matriculo']",Positivo,53.13%,3,wifi
SEDE 7,FACULTAD 3,INGENIERIA 15,Mas atencion en la coordinacion de carrera,Mas atencion en la coordinacion de carrera,"['mas', 'atencion', 'coordinacion', 'carrera']","['atencion', 'coordinacion', 'carrera']",Positivo,37.50%,3,wifi
SEDE 7,FACULTAD 3,LICENCIATURA 10,Mas aulas para no dar clases en escuelas y fuera de la universidad,Mas aulas para no dar clases en escuelas y fuera de la universidad,"['mas', 'aulas', 'dar', 'clases', 'escuelas', 'universidad']","['aula', 'clase', 'escuela', 'universidad']",Positivo,70.80%,4,
SEDE 6,FACULTAD 5,INGENIERIA 24,Mas bancas para poder estar mas cómodos,Mas bancas para poder estar mas cómodos,"['mas', 'bancas', 'poder', 'mas', 'cómodos']","['banca', 'cómodo']",Positivo,56.25%,6,estudio
SEDE 1,FACULTAD 3,LICENCIATURA 11,Mas buses a san miguelito,Mas buses a san miguelito,"['mas', 'buses', 'san', 'miguelito']","['buses', 'san', 'miguelito']",Positivo,12.50%,0,variedad
SEDE 1,FACULTAD 3,INGENIERIA 15,Más buses que lleven a puntos céntricos,Más buses que lleven a puntos céntricos,"['buses', 'lleven', 'puntos', 'céntricos']","['bus', 'llevar', 'punto', 'céntrico']",Positivo,56.25%,3,wifi
SEDE 7,FACULTAD 5,LICENCIATURA 23,mas cantidad y variedad en la cafeteria ya que se quedan muy cortos en cuando a variedad,mas cantidad y variedad en la cafeteria ya que se quedan muy cortos en cuando a variedad,"['mas', 'cantidad', 'variedad', 'cafeteria', 'quedan', 'cortos', 'variedad']","['cantidad', 'variedad', 'cafeterio', 'quedar', 'corto', 'variedad']",Positivo,62.50%,0,variedad
SEDE 1,FACULTAD 5,LICENCIATURA 27,Mas capacidad de equipos al mismo usuario wifi,Mas capacidad de equipos al mismo usuario wifi,"['mas', 'capacidad', 'equipos', 'mismo', 'usuario', 'wifi']","['capacidad', 'equipo', 'usuario', 'wifi']",Positivo,50.96%,3,wifi
SEDE 1,FACULTAD 2,INGENIERIA 08,Mas capacidad en cuanto a los salones,Mas capacidad en cuanto a los salones,"['mas', 'capacidad', 'cuanto', 'salones']","['capacidad', 'salón']",Positivo,56.24%,6,estudio
SEDE 1,FACULTAD 4,LICENCIATURA 16,Más carreras para opción a maestría o posgrado,Más carreras para opción a maestría o posgrado,"['carreras', 'opción', 'maestría', 'posgrado']","['carrera', 'opción', 'maester', 'posgrado']",Positivo,70.80%,0,variedad
SEDE 1,FACULTAD 4,LICENCIATURA 14,Mas centros de atención medica,Mas centros de atención medica,"['mas', 'centros', 'atención', 'medica']","['centro', 'atención', 'medico']",Positivo,70.83%,5,centro
SEDE 1,FACULTAD 1,LICENCIATURA 02,Más centros de copiado y venta de útiles,Más centros de copiado y venta de útiles,"['centros', 'copiado', 'venta', 'útiles']","['centro', 'copiado', 'venta', 'útil']",Positivo,70.82%,7,acceso
SEDE 1,FACULTAD 1,INGENIERIA 04,Más centros de recargas de Metro bus,Más centros de recargas de Metro bus,"['centros', 'recargas', 'metro', 'bus']","['centro', 'recargas', 'metro', 'bus']",Positivo,55.70%,3,wifi
SEDE 4,FACULTAD 5,LICENCIATURA 21,mas certi----aciones de marcas reconocidas en los centros regionales,mas certi----aciones de marcas reconocidas en los centros regionales,"['mas', 'certiaciones', 'marcas', 'reconocidas', 'centros', 'regionales']","['certiación', 'marca', 'reconocido', 'centro', 'regional']",Positivo,70.82%,5,centro
SEDE 1,FACULTAD 2,INGENIERIA 07,"mas clases mixtas, presencial y virtual","mas clases mixtas, presencial y virtual","['mas', 'clases', 'mixtas', 'presencial', 'virtual']","['clase', 'mixto', 'presencial', 'virtual']",Positivo,70.83%,0,variedad
SEDE 3,FACULTAD 6,POSTGRADO 12,mas clases presenciales en el centro de lenguas,mas clases presenciales en el centro de lenguas,"['mas', 'clases', 'presenciales', 'centro', 'lenguas']","['clase', 'presencial', 'centro', 'lengua']",Positivo,52.94%,5,centro
SEDE 5,FACULTAD 5,LICENCIATURA 27,Mas clases referenciales a la materia,Mas clases referenciales a la materia,"['mas', 'clases', 'referenciales', 'materia']","['clase', 'referencial', 'materio']",Positivo,12.50%,0,variedad
